location_no,listing_id,street,city,state,zipcode,latitude,longitude,is_location_exact
953,4546924,"19th Avenue, ",Seattle,WA,98122,47.60863925,-122.3065334,t
954,2760901,"21st Avenue, ",Seattle,WA,98122,47.61340138,-122.3034553,t
955,3490239,"A 16th Ave, ",Seattle,WA,98122,47.6041844,-122.312639,t
956,3416217,"18th Avenue, ",Seattle,WA,98122,47.61250123,-122.3096554,t
957,5537833,"East Yesler Way, ",Seattle,WA,98122,47.60275515,-122.3119689,t
958,8372562,"Lakeside Avenue South, ",Seattle,WA,98144,47.59680105,-122.2884614,t
959,8866960,"South Charles Street, ",Seattle,WA,98144,47.596318,-122.2966468,t
960,3354614,"East Cherry Street, ",Seattle,WA,98122,47.60724932,-122.2941532,t
961,8953857,"32nd Avenue South, ",Seattle,WA,98144,47.59620078,-122.2908042,f
962,7093738,"Martin Luther King Junior Way South, ",Seattle,WA,98144,47.59515432,-122.2966662,t
963,5277900,"30th Avenue, ",Seattle,WA,98122,47.60393134,-122.2945169,t
964,1171574,"29th Avenue, ",Seattle,WA,98122,47.60781103,-122.2957674,t
965,1818754,"26th Avenue South, ",Seattle,WA,98144,47.59266596,-122.2975618,t
966,74328,"S Jackson St, ",Seattle,WA,98144,47.60238656,-122.295347,t
967,6728017,"28th Avenue South, ",Seattle,WA,98144,47.59526163,-122.2972129,t
968,2612399,"29th Avenue, ",Seattle,WA,98122,47.60744831,-122.2938155,t
969,2515795,"31st Avenue South, ",Seattle,WA,98144,47.59431107,-122.2944084,t
970,7093910,"Martin Luther King Junior Way South, ",Seattle,WA,98144,47.59537123,-122.2967295,t
971,4170863,"28th Avenue, ",Seattle,WA,98122,47.60459749,-122.296725,t
972,7941079,"S Irving St, ",Seattle,WA,98144,47.59259852,-122.2955471,f
973,1442973,"28th Avenue South, ",Seattle,WA,98144,47.59206643,-122.2935655,t
974,4396961,"30th Avenue, ",Seattle,WA,98122,47.60382449,-122.2932511,t
975,5859152,"South Irving Street, ",Seattle,WA,98144,47.59172642,-122.2959851,t
976,8555794,"29th Avenue South, ",Seattle,WA,98144,47.59482904,-122.295632,t
977,2112625,"28th Avenue South, ",Seattle,WA,98144,47.59394152,-122.291088,t
978,8814802,"31st Ave S, ",Seattle,WA,98144,47.60070745,-122.2932732,f
979,8273948,"Wellington Avenue, ",Seattle,WA,98122,47.60582903,-122.2852102,t
980,319768,"26th Ave S, ",Seattle,WA,98144,47.5957085,-122.2975686,t
981,1961671,"32nd Avenue, ",Seattle,WA,98122,47.60639203,-122.2906124,t
982,3691288,"Martin Luther King Junior Way South, ",Seattle,WA,98144,47.59708807,-122.2973948,t
983,8703557,"30th Avenue South, ",Seattle,WA,98144,47.59880163,-122.2924761,t
984,8525338,"29th Avenue South, ",Seattle,WA,98144,47.5944386,-122.2938703,t
985,8049470,"29th Avenue, ",Seattle,WA,98122,47.60297419,-122.2934195,t
986,1455908,"27th Avenue South, ",Seattle,WA,98144,47.60568442,-122.2953598,t
987,8525825,"29th Avenue South, ",Seattle,WA,98144,47.59465847,-122.2954107,t
988,3463245,"34th Avenue, ",Seattle,WA,98122,47.60778218,-122.2892843,t
989,4172364,"-30th. Ave., Seattle, WA, United States",Seattle,WA,,47.60475367,-122.2943826,f
990,3728802,"36th Avenue, ",Seattle,WA,98122,47.60688433,-122.2872419,t
991,6512378,"29th Avenue South, ",Seattle,WA,98144,47.59254368,-122.2939382,t
992,785830,"33rd Ave, ",Seattle,WA,98122,47.6067369,-122.2900877,t
993,8616606,"29th Avenue South, ",Seattle,WA,98144,47.59220795,-122.2950032,t
994,5078244,"East Yesler Way, ",Seattle,WA,98122,47.60161607,-122.2943798,t
995,7921278,"28th Ave S, ",Seattle,WA,98144,47.59788774,-122.2969628,f
996,8016610,"28th Avenue South, ",Seattle,WA,98144,47.59481013,-122.2961645,t
997,4468524,"30th Avenue, ",Seattle,WA,98122,47.60429647,-122.2943586,t
998,8424532,"32nd Avenue, ",Seattle,WA,98122,47.60437922,-122.2911153,t
999,6990882,"Martin Luther King Junior Way South, ",Seattle,WA,98144,47.59697059,-122.2964817,t
1000,4017140,"29th Ave S, ",Seattle,WA,98144,47.59176832,-122.2943217,f
